,JP_shortTitle,shortTitle,itemId,title,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,TotalCounts
76,,leica ernst leitz,113743663290,LEICA ERNST LEITZ WETZLAR MINI TRIPOD MADE IN GERMANY 14101N,67.5,CAD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
80,,leica mount japan,223484024504,Genuine Canon 42mm Early Lens hood for 50mm F/1.8 35mm F/2.8 Leica mount Japan 5,34.99,USD,JP,78999,Lens Hoods,FixedPrice,Used,
84,,leica m6 ttl,323848070915,[Near Mint] Leica M6 TTL 0.85 Rangefinder Film Camera Body Black from JAPAN #253,2229.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
86,,【exc+4】leica m4-p black,173944402287,【EXC+4】Leica M4-P Black 35mm Rangefinder Film Camera From JAPAN #1204,999.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
91,,leica square finder,333221531628,Leica Square Finder 35mm from Japan,272.48,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
96,,leica m mount,293136748966,*N.Mint* Minolta M-Rokkor 28mm f/2.8 LEICA M Mount MF Lens for CLE CL From Japan,489.99,USD,JP,3323,Lenses,StoreInventory,Used,
98,,leica screw mount,233179075972,Canon 35mm f/2.8 LTM L39 Leica Screw Mount Wide Angle Lens Excellent+,232.0,USD,JP,3323,Lenses,StoreInventory,Used,
99,,leica m from,283536700481,[UNUSED in BOX] Voigtlander Nokton classic SC 40mm f/1.4 Leica M from Japan #754,349.99,USD,JP,3323,Lenses,StoreInventory,Used,
18,,leica m6 ttl,163754380399,Leica M6 TTL 0.85 35mm Rangefinder Film Camera In Silver #22568 D2,2580.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
25,,leica e39 uva,383024825986,[Excellent+++++] Leica E39 UVa Protection Filter 13131 39mm Black From Japan,49.99,USD,JP,15216,Filters,FixedPrice,Used,
27,,leica screw mount,293117733695,【 Mint 】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from Japan 482,351.4,USD,JP,3323,Lenses,StoreInventory,Used,
30,,leica r8 35mm,173847278762,[Excellent+++++] Leica R8 35mm SLR Film Camera Body Black Only from japan #536,449.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
38,,leica screw mount,223569391786,【NEAR MINT】 Canon 35mm F/2 Leica Screw Mount LTM L39 Wide Angle From JAPAN,369.9,USD,JP,3323,Lenses,StoreInventory,Used,
44,,zenza bronica s2,283452606823,Zenza Bronica S2 + Nikon Nikkor-P 75mm f/2.8 [Very good] from Japan (88-A89),258.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
49,,leica screw from,173843831755,[Rare! MINT] Canon 100mm F/3.5 Early MODEL LTM Mount L39 Leica Screw from JAPAN,169.99,USD,JP,3323,Lenses,StoreInventory,Used,
52,,leica lbc-01 leather,283534915060,Leica LBC-01 Leather Camera Case for D-Lux 2/3/4/5 [Near Mint] From Japan (343),77.0,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
59,,leica m mount,233243245858,【MINT+++】Voigtlander Bessa R3A Rangefinder Leica M Mount Camera From JAPAN 1258,949.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
63,,leica leitz elmar,123703913467,Leica Leitz Elmar 3.5cm 35mm f/3.5 L Screw Mount LTM L39 from Japan #2450,369.0,USD,JP,3323,Lenses,StoreInventory,Used,
71,,leica minolta m,254243759030,*ALMOST UNUSED in Box* LEITZ LEICA MINOLTA M ROKKOR 40mm f/2 CLE LEICA M #18253,679.99,USD,JP,3323,Lenses,StoreInventory,Used,
76,,leica r from,113807469261,【TOP MINT IN BOX】Leica Leitz SUMMICRON-R 50mm f/2 for Leica R from Japan C539,774.99,USD,JP,3323,Lenses,StoreInventory,Used,
83,,leitz lens front,183852086100,Leitz lens front cap,10.58,USD,JP,79001,Lens Caps,FixedPrice,Used,
84,,leica iif red,133021412584,CLA'd  Leica IIf Red Dial body Made in 1956 Works Smooth #014974,589.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
12,,leica m6 ttl,133095526897,Leica M6 TTL 0.72 35mm Rangefinder Film Camera In Black #22553 D4,2380.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
14,,leica l mc,273863089349,【EXC+++++】 Voightlander Color Skopar 35mm f/2.5 L39 Leica L MC from Japan #345,279.9,USD,JP,3323,Lenses,StoreInventory,Used,
34,,leica screw mount,254240515621,【Exc+++++】Canon 50mm f/1.4 L39 Leica Screw Mount LTM MF Lens from Japan #2015,238.99,USD,JP,3323,Lenses,StoreInventory,Used,
47,,leica hand grip,352675900586,【Near MINT】 Leica Hand Grip M 14405 Black for Leica M2 M3 M4 M5 M6 From JAPAN,119.99,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
68,,leica r7 silver,323793673688,[ Mint ] Leica R7 Silver 35mm SLR Film Camera from Japan E-0274,399.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
73,,leica iiif red,123798143239,*Excellent* Leica IIIf Red Dial Rangefinder Camera from Japan #3007,319.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
83,,【optical mint in,173842802981,【Optical Mint in Box】Leica Noctilux-M 50mm F1 E60 Built-in Hood + Case  japan,6200.0,USD,JP,3323,Lenses,StoreInventory,Used,
85,,[excellent-]leica m3 35mm,293136503997,[EXCELLENT-]Leica M3 35mm Rangefinder Film Camera Body Double #4172,1050.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
97,,leica screw from,303207518665,【MINT】 Canon Metal Lens Hood For 50mm F/1.2 LTM Leica Screw From Japan #602,79.9,USD,JP,78999,Lens Hoods,StoreInventory,Used,
99,,leica m #22445,133090738970,Carl Zeiss Biogon T* 25mm F/2.8 ZM Lens for Leica M #22445 C1,730.0,USD,JP,3323,Lenses,FixedPrice,Used,
16,,leica m mount,333214616910,【NEAR MINT+++】Minolta M Rokkor 40mm F/2 Leica M Mount For MINOLTA CLE from Japan,469.99,USD,JP,3323,Lenses,StoreInventory,Used,
27,,leica screw l39,133093009393,[ULTRA Rare!! Near MINT] FUJINON L 100mm 10cm f/2 Leica Screw L39 LTM From JAPAN,2000.0,USD,JP,3323,Lenses,StoreInventory,Used,
46,,leica case bogner,264344858212,RARE! LEICA CASE BOGNER EDITION LEITZ LEICA FOR MINILUX *UNUSED IN BOX* JAPAN,139.9,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
55,,【rare!! mint】leica apo,264353189880,【RARE!! MINT】Leica APO Televid 62 16-48X  Eyepiece Spotting Scope From JAPAN 961,1199.99,USD,JP,31715,Spotting Scopes,StoreInventory,Used,
64,,leica cl digital,133096390206,Leica CL Digital Camera With Box #22550,1930.0,USD,JP,31388,Digital Cameras,FixedPrice,Used,
67,,leica erunst leitz,283524518154,*N.MINT* Leica Erunst Leitz GmbH Wetzlar Summicron 5cm 50mm f/2 from Japan #477,789.99,USD,JP,3323,Lenses,StoreInventory,Used,
69,,leica screw mount,173936780863,”Exc+2” Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens JAPAN #190061-393580,207.99,USD,JP,3323,Lenses,StoreInventory,Used,
77,,【near mint+++】leica leitz,273894010401,【NEAR MINT+++】LEICA LEITZ SUMMICRON M 50MM F/2 MADE IN CANADA M MOUNT FROM JAPAN,1289.9,USD,JP,3323,Lenses,StoreInventory,Used,
78,,leica leitz canada,133093104265,*Excellent+++* Leica Leitz CANADA SUMMICRON-R 50mm f/2 MF Lens #2274,449.0,USD,JP,3323,Lenses,StoreInventory,Used,
85,,leica m mount,233256013705,【FULL SET / TESTED / N MINT+++】 EPSON R-D1x Leica M Mount Canon 50mm f/1.8 JAPAN,1749.99,USD,JP,31388,Digital Cameras,StoreInventory,Used,
95,,leica elmar-m 50mm,133074696059,Leica Elmar-M 50mm F/2.8 E39 Lens for Leica M #20448 G1,880.0,USD,JP,3323,Lenses,FixedPrice,Used,
0,,leica screw mount,303210725881,[For Parts] Canon Model 7 Leica Screw Mount body Rangefinder body F/S from japan,25.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
2,,leica l from,183866235891,【 Exc++++ 】 Voigtlander Bessa R BLACK 35mm Rangefinder Leica L From Japan #1312,299.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
3,,leica m5 black,273882150747,Near mint Leica M5 Black 35mm Film Rangefinder Camera From Japan F/S #1296,1011.75,USD,JP,15230,Film Cameras,StoreInventory,Used,
4,,leica m **mint**,264267533912,709 Voigtlander Color Skopar 21mm f/4 P VM for Leica M **MINT** with Hood BOXED,342.4,USD,JP,3323,Lenses,StoreInventory,Used,
5,,*very clean* leitz,382868576226,*Very Clean* Leitz IWKOO Lens Hood for Super-Angulon 21mm f4 12502N  #015320,400.0,USD,JP,78999,Lens Hoods,StoreInventory,Used,
10,,leica summicron m,264383269980,757 Leica Summicron M 50mm f/2 ***EXC+++++*** Rigid,1188.0,USD,JP,3323,Lenses,StoreInventory,Used,
11,,leica screw mount,153421311481,【NEAR MINT】 Canon 7 Rangefinder Camera Body Leica Screw Mount from Japan 173,94.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
13,,leica hand grip,133066519970,*N Mint* Leica Hand Grip M 14405 Black for Leica M2 M3 M4 M5 M6 from Japan #2243,149.0,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
15,,leica l l39,273897828211,【N MINT++】 Voigtlander Color Skopar 35mm f2.5 MC Black Leica L L39 +Filter JAPAN,294.9,USD,JP,3323,Lenses,StoreInventory,Used,
21,,leica metal hood,323768148065,Minolta Rokkor 50 2.8 leica Metal Hood w/case 2710,12.75,USD,JP,78999,Lens Hoods,StoreInventory,Used,
26,,【almost mint in,273877985277,【Almost Mint in Case】Leica CL Leitz Minolta Rangefinder film Camera from JAPAN,499.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
34,,leica elpro 1:2-1:1,163634369717,Leica Elpro 1:2-1:1 for R 100mm F/2.8 E60 Lens #17705C1,500.0,USD,JP,3323,Lenses,StoreInventory,Used,
43,,leica screw mount,273807941686,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,12.99,USD,JP,79001,Lens Caps,StoreInventory,Used,
72,,leica screw mount,312562489930,[NEAR MINT /SUPER CLEAN /TestedOK] Canon M39 L39 LTM Leica Screw Mount 28mm f2.8,339.0,USD,JP,3323,Lenses,FixedPrice,Used,
81,,leica q,183865974100,There Is A Genuine Hand Grip Wake For Leica Q,81.23,USD,JP,31388,Digital Cameras,FixedPrice,Used,
89,,leica screw mount,202632352428,Near Mint Canon Rangefinder 50mm f/1.2 MF Lens for Leica Screw Mount L39 #296,474.0,USD,JP,3323,Lenses,StoreInventory,Used,
93,,leica m f/s,143312473753,[Mint] Carl Zeiss Biogon T* 28mm f2.8 ZM Black Lens w/ Hood for Leica M F/S 1283,739.99,USD,JP,3323,Lenses,StoreInventory,Used,
1,,leica ltm m39,293084469658,*NEAR MINT* Konica Hexanon 50mm f/2.4 Lens for Leica LTM M39 from Japan #2862,569.0,USD,JP,3323,Lenses,StoreInventory,Used,
4,,leica elmarit-r 90mm,223571635322,LEICA ELMARIT-R 90mm F2.8 2CAM MF Lens for R Mount #190610g,268.0,USD,JP,3323,Lenses,StoreInventory,Used,
5,,leica mr meter,273865338555,[AS IS] Leica MR Meter MR4 Black For M2 M3 M4 M4-2 M4-P From JAPAN #1028,79.9,USD,JP,43440,Camera & Camcorder Lights,FixedPrice,Used,
6,,leica af-c1 [near,273912443526,Leica AF-C1 [NEAR N] from Japan (14289),288.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
14,,leica elmarit-m 90mm,233003639658,Leica Elmarit-M 90mm F/2.8 Lens from Japan,397.21,USD,JP,3323,Lenses,FixedPrice,Used,
18,,leica leitz ceyoo,133046607269,VINTAGE LEICA LEITZ CEYOO CAMERA FLASH + OLD BOX From Japan,29.75,USD,JP,48515,Flashes,StoreInventory,Used,
19,,leitz 21mm viewfinder,382899453301,Leitz 21mm Viewfinder SBKOO 12002 Silver Chrome  from JAPAN #015492,280.0,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,
39,,leica m caps,173853555984,[AB- Exc] Carl Zeiss Biogon T* 35mm f/2 ZM Lens for Leica M Caps From JAPAN 5492,668.0,USD,JP,3323,Lenses,FixedPrice,Used,
41,,leica l mount,333247550603,Canon S-50 Metal Lens Hood for 50mm Leica L Mount Excellent+,35.0,USD,JP,78999,Lens Hoods,StoreInventory,Used,
64,,leica m9 m8,254022802629,"Konica M-Hexanon Lens 50mm F2 for Leica M9 M8 M9-P, M6 M7 [Excellent] 88-D34",618.0,USD,JP,3323,Lenses,StoreInventory,Used,
3,,leica screw l39,383019121507,【N MINT /w Hood】Canon 100mm f/3.5 for Leica screw L39 LTM Lens from JAPAN #347,159.9,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica screw mount,254169951536,[ Exc++++ ] Canon 135mm f3.5 L39 Leica Screw Mount Lens w/Caps From Japan #451,75.99,USD,JP,3323,Lenses,StoreInventory,Used,
17,,leica screw mount,293133157514,【Near Mint】 Canon 35mm f/1.8 Leica Screw Mount L39 LTM f From JAPAN #446,359.9,USD,JP,3323,Lenses,StoreInventory,Used,
18,,leica screw mount,113691883575,【EXC+++++】 Canon 100mm f/2 for M39 L39 LTM Leica Screw Mount From JAPAN B841R,399.99,USD,JP,3323,Lenses,StoreInventory,Used,
22,,leica m mount,372695004043,Near MINT MINOLTA M Rokkor 90mm f4 W/ Lens Hood For CL CLE Leica M Mount  japan,199.0,USD,JP,3323,Lenses,FixedPrice,Used,
26,,leica leitz summicron-m,192868450729,"Leica leitz Summicron-M 50mm F/2.0 HOOD GERMANY for M6 M7 MP etc""VERY GOOD""#2456",945.0,USD,JP,3323,Lenses,StoreInventory,Used,
34,,leica screw ltm,293123754864,Nikon Nikkor H.C 5cm 50mm f/2 Leica Screw LTM L39 Nippon Kogaku Lens Japan Exc,239.0,USD,JP,3323,Lenses,StoreInventory,Used,
43,,【near mint】leica digilux,383012724068,【Near Mint】LEICA digilux zoom Digital Camera from Japan,120.0,USD,JP,162045,Batteries,FixedPrice,Used,
50,,leica screw mount,323755495407,Canon Model L2 Leica Screw Mount Rangefinder Camera Body Used F/S from JPN Ext++,98.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
66,,leica m6 body,303104207697,"""Boxed Mint"" LEICA M6 Body w/ Rare WETZLAR ""Leitz"" Emblem from Japan",2109.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
94,,leica r4 slr,232886125324,Leica R4 SLR Film Camera Body from Japan,224.72,USD,JP,15230,Film Cameras,FixedPrice,Used,
7,,leica l39 mount,113691169635,CANON Lens100mm F/3.5 f3.5 Lens Leica L39 mount [AS IS] from Japan,44.0,USD,JP,3323,Lenses,StoreInventory,Used,
12,,leica screw mount,333137635093,Canon 2f IIf Leica Screw Mount Rangefinder Film Camera No. 109797,112.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
15,,leica super angulon-r,323847268327,LEICA SUPER ANGULON-R 21mm F4 2  Cam MF Lens for R Mount #190610f,378.0,USD,JP,3323,Lenses,StoreInventory,Used,
18,,leica screw mount,254170304724,【N MINT】Canon 50mm F1.8 Chrome Silver Leica Screw Mount L39 LTM from Japan #1576,130.99,USD,JP,3323,Lenses,StoreInventory,Used,
23,,leica l mount,352694120009,*EXC++++* Canon IIB w/Serenar 50mm f/1.9 Lens for Leica L Mount  From JAPAN #86,230.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
32,,leica r3 burgundy,173760345159,LEICA R3  Burgundy Everady  Camera Case leather Model 14506,23.99,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
33,,leica screw mount,143306886318,CANON Front lens Cap for 50mm F1.8 leica screw mount  #583499,9.0,USD,JP,79001,Lens Caps,StoreInventory,Used,
36,,【as-is】leica iiif iii,153544087062,【As-Is】Leica IIIf III f No.772338 DBP Range Finder Camera From Japan 725,199.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
51,,leica i a,383028318735,@BOXED@ Leica I A Made in 1926/27 with Elmar 50mm f3.5 #016104,3241.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
65,,leica summilux-m 50mm,323846688768,LEICA SUMMILUX-M 50mm F1.4 E43 Black MF Lens for M Mount #190529a,1718.0,USD,JP,3323,Lenses,StoreInventory,Used,
77,,【excel+++++】leica elmar-m 50mm,293018826263,【Excel+++++】Leica Elmar-M 50mm F/2.8 Silver Lens Made in Germany From JAPAN #168,499.9,USD,JP,3323,Lenses,StoreInventory,Used,
80,,leica tasche case,183864024918,LEICA Tasche Case CL original Leder Leather Strap Top Riemen From JAPAN,79.99,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
83,,leica summilux-m 35mm,133096247881,Leica Summilux-M 35mm F/1.4 Lens for Leica M #21463 G3,2200.0,USD,JP,3323,Lenses,FixedPrice,Used,
85,,leica l39 from,233195157818,【Mint】Voigtlander Color-Skopar 50mm F2.5 BLACK for Leica L39 from Japan 425436,448.0,USD,JP,3323,Lenses,StoreInventory,Used,
88,,leica m6 m5,233269392538,【MINT+++】Minolta CLE Rangefinder 35mm body w/ grip Leica M6 M5 M From JAPAN 1286,659.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
0,,leica elmarit-r 24mm,133093004527,*Near Mint-* LEITZ Leica Elmarit-R 24mm F2.8 Lens w/ Hood Yr.1979 Germany #2273,649.0,USD,JP,3323,Lenses,StoreInventory,Used,
5,,asahi kogaku takumar,143299682854,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #60942,89.0,USD,JP,3323,Lenses,StoreInventory,Used,
17,,leica ltm39 mount,303205116796,"Nippon kogaku Nikkor H C 5cm F2 1:2 Leica LTM39 Mount Lens, ""Exc+++""#7268",329.0,USD,JP,3323,Lenses,FixedPrice,Used,
18,,leica mc light,401733487041,[EXC+++++]  Leica MC Light Meter From Japan,84.9,USD,JP,88668,Light Meters,StoreInventory,Used,
25,,leica screw mount,333123196200,【EXC+++】Nikon NIKKOR-S.C 50mm f1.4 for Leica Screw Mount LTM L39 from JAPAN #19,325.99,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica d summilux,183863853096,Panasonic LUMIX LEICA D SUMMILUX 25mm f/1.4 ASPH. w/Hood/Caps [Near Mint] Japan,409.99,USD,JP,3323,Lenses,StoreInventory,Used,
32,,leica m mount,202717544301,【Top MINT】 Konica Hexar RF 35mm Rangefinder Camera Leica M Mount from JAPAN #a47,799.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
34,,leica screw mount,223565455021,Canon 7 rangefinder Film Camera Leica screw mount Japan 819915,94.99,USD,JP,15230,Film Cameras,FixedPrice,Used,
36,,leica screw mount,323745466379,【Exc+++】 Canon 50mm F1.4 Leica Screw mount L39 Lens From Japan #290,147.0,USD,JP,3323,Lenses,StoreInventory,Used,
48,,leica fokos chrome,223560968324,[Excellent] Leica Fokos Chrome Distance Meter (Meter notation) From Japan #7565,180.0,USD,JP,29965,Rangefinder Units & Accs,StoreInventory,Used,
52,,leica summicron-m 50mm,143219979263,Leica Summicron-M 50mm F/2 E39 Lens for Leica M #19118 C1,1480.0,USD,JP,3323,Lenses,FixedPrice,Used,
64,,leica m mount,293017430733,[EXCELLENT]Carl Zeiss Biogon T* 25mm F/2.8 ZM Lens For Leica M mount #3949,760.0,USD,JP,3323,Lenses,StoreInventory,Used,
74,,leica mount from,153484370071,Canon VT Rangefinder Body vintage leica mount From JAPAN #439091,98.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
84,,leica black neck,401732882920,*N Mint* Genuine Leica Black Neck Strap for M series w/Anti Slip Pad Japan #1149,29.99,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
86,,leica 39mm lmt,133089856880,Rare Leotax Leonon Lens 50mm/F2 / Leica 39mm LMT screw mount #230583,159.0,USD,JP,3323,Lenses,StoreInventory,Used,
5,,leica m mount,123760652034,【N.MINT】MINOLTA M Rokkor 40mm F/2 Lens For CL CLE Leica M Mount From JAPAN #s087,417.9,USD,JP,3323,Lenses,StoreInventory,Used,
7,,leica 12586 lens,303134677611,Leica 12586 lens Hood. for Summilux-M 50mm f1.4 50/1.4 from Japan,160.0,USD,JP,78999,Lens Hoods,FixedPrice,Used,
19,,leica minolta m,392316788480,"*N.Mint* Leica Minolta M ROKKOR 90mm f4 for Leica M,CL,Leitz Minolta CL From JPN",234.99,USD,JP,3323,Lenses,StoreInventory,Used,
22,,leica m4-p black,264316837945,Leica M4-P Black 35mm Rangefinder Film Camera [Excellent] from Japan (06-X63),1299.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
24,,[excellent--]leica m4 35mm,293124235376,[EXCELLENT--]Leica M4 35mm Rangefinder Film Camera Body #3617,1150.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
33,,leica [exc]from japan,113765938782,Voigtlander 25mm View Finder for Viewfinder/ Leica [Exc]from Japan free Shipping,109.0,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,
44,,leica screw mount,293132324932,"""Rare"" ""Mint"" Canon 85mm F/1.8 MF Lens Leica Screw Mount LTM L39 From Japan C534",999.0,USD,JP,3323,Lenses,StoreInventory,Used,
56,,leica l39 #22033,143282513514,Avenon L 28mm F/3.5 Lens for Leica L39 #22033 G1,480.0,USD,JP,3323,Lenses,FixedPrice,Used,
63,,【mint】leica elmarit 135mm,113733139966,【MINT】Leica ELMARIT 135mm f/2.8 for Telephoto Lens leitz Canada From Japan C404,369.99,USD,JP,3323,Lenses,StoreInventory,Used,
65,,leica screw mount,293089874019,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""Exc+++"" From Japan#2369",159.0,USD,JP,3323,Lenses,FixedPrice,Used,
67,,leica screw mount,163752404802,[Excellent+++] Canon 50mm f/1.2 Leica Screw Mount LTM L39 From Japan,386.1,USD,JP,3323,Lenses,StoreInventory,Used,
72,,leica screw l39,202711539325,AS-IS Canon 50mm f1.8 Chrome Leica Screw L39 LTM Mount,60.0,USD,JP,3323,Lenses,StoreInventory,Used,
79,,leica m6 0.85,133093814812,Leica M6 0.85 35mm Rangefinder Film Camera In Black #22499 D2,2100.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
82,,leica m-mount #2668,202637963855,Voigtlander Ultron 21mm f/1.8  Aspherical  VM  For Leica M-Mount  #2668,675.0,USD,JP,3323,Lenses,StoreInventory,Used,
88,,leica m customized,153496921731,Very Rare Contax Carl Zeiss Biogon T* 28mm F2.8 Black for Leica M Customized (09,898.0,USD,JP,3323,Lenses,StoreInventory,Used,
94,,【exc+5】leica r6 35mm,173843333275,【Exc+5】Leica R6 35mm SLR Film Camera Body Only From Japan 1889,399.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
8,,leica leitz m,293116659794,Minolta M-Rokkor 40mm f/2 Lens For Leica Leitz M Mount CL CLE 【AS-IS】Japan #005,239.99,USD,JP,3323,Lenses,FixedPrice,Used,
9,,leica cl 35mm,153425791096,【As-Is】 Minolta Leica CL 35mm Rangefinder Body Only from Japan 293,284.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
26,,【near mint】leica m6,382900976788,【Near Mint】Leica M6 35mm Rangefinder Film Camera Black w/Case  From JAPAN #242,1999.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
31,,leica meter mr,173929044053,[Exc+++++ condition] Leica Meter MR Chrome for M2 M3 M4 M4-2 M4-P From Japan,159.99,USD,JP,88668,Light Meters,StoreInventory,Used,
51,,leica mt from,254218387126,"""AS IS"" Canon  L 100mm  f/3.5  Lens F3.5  Leica  Mt  From Japan",89.0,USD,JP,3323,Lenses,StoreInventory,Used,
63,,leica m4-p black,254192932916,**Exc+++++** Leitz Leica M4-P Black w/ Box Instructions from Japan,999.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
70,,leica m mount,264335348763,Minolta M Rokkor 90mm f/4 for CL / CLE Leica M mount MF Lens [NEAR MINT] #445064,193.0,USD,JP,3323,Lenses,FixedPrice,Used,
75,,leica screw mount,143295729965,*Excellent+4* Canon Model 7 Rangefinder Leica Screw Mount Body Canon7 from JAPAN,90.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
90,,leica af-c1 35mm,163741000214,[Almost Mint] Leica AF-C1 35mm Film Camera 40mm F2.8 80mm F5.6 from Japan 1237,319.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
2,,leitz lens hood,132999779401,Leitz Lens Hood SOOBK for Summaron 28mm f5.6 2.8cm from JAPAN #015807,376.0,USD,JP,78999,Lens Hoods,StoreInventory,Used,
5,,leica m /vm,264341214629,VOIGTLANDER ULTRON 28MM F/2 MF FOR LEICA M /VM MOUNT *MINT+++* FROM JAPAN,449.9,USD,JP,3323,Lenses,StoreInventory,Used,
15,,leica summitar 5cm,192938360704,【EXC+++++!!】 Vintage Leica Summitar 5cm 50mm f/2 Leitz for L39 Lens Japan #9039,379.99,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica screw mount,283426237034,[NEAR MINT] Canon 85mm F/1.5 L LTM L39 Leica Screw Mount Rangefinder JAPAN #981,649.99,USD,JP,3323,Lenses,StoreInventory,Used,
17,,leica m4 chrome,173867596145,"""Exc+5"" Leica M4 Chrome Very Clean & Good Working JAPAN #190543-102767",1379.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
23,,leica m4 50th,254220856289,**Mint** LEICA M4 50th Anniversary JAHRE Rangefinder w/ Cap Strap from Japan,2599.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
37,,leica m-mount #2639,192960886870,"""TOP MINT""Voigtlander Ultron 21mm f/1.8  Aspherical  VM  For Leica M-Mount #2639",695.0,USD,JP,3323,Lenses,StoreInventory,Used,
41,,asahi kogaku takumar,143271059080,Asahi Kogaku Takumar 50mm f3.5  f/3.5 for asahi flex  #48271,57.0,USD,JP,3323,Lenses,StoreInventory,Used,
53,,leica leitz m2,303199408824,LEICA LEITZ M2 M3 90 M TO SCREW MOUNT ADAPTER RING M39 From Japan#3,62.9,USD,JP,30059,"Lens Adapters, Mounts & Tubes",FixedPrice,Used,
63,,leica screw mount,153541218833,[Exc+5] Canon Model 7 35mm Rangefinder Film Camera Leica Screw Mount from Japan,109.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
66,,leica l39 ltm,143219362422,Minolta G-Rokkor 28mm F/3.5 Lens for Leica L39 LTM Mount With Box #15916F1,1300.0,USD,JP,3323,Lenses,StoreInventory,Used,
82,,leica screw mount,143295831883,*Very Good* CANON 50mm f/1.8 Leica Screw Mount L39 LTM for Canon 7 model Japan,72.0,USD,JP,3323,Lenses,StoreInventory,Used,
84,,leica m6 0.72,362683618862,[Mint] Leica M6 0.72 35mm Rangefinder Film Camera Silver 1987 Free Shipping,1804.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
86,,leica screw mount,362685645600,[Near Mint]Canon 50mm f/1.4 Leica Screw Mount LTM L39 From Japan #10,249.99,USD,JP,3323,Lenses,FixedPrice,Used,
89,,leica trigger winder,323843205177,[NearMint] Leica Trigger Winder for 3g 3f Ⅲg Ⅲf (300-W323),400.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
3,,leica m mount,293116295876,［EXC＋5］Minolta M Rokkor 28mm F2.8 Leica M mount for CL CLE From Japan,299.99,USD,JP,3323,Lenses,StoreInventory,Used,
6,,leica m mount,163751141519,【MINT】 Voigtlander Color Skopar 35mm f2.5 MC VM For Leica M Mount From JAPAN 642,299.9,USD,JP,3323,Lenses,StoreInventory,Used,
11,,leica screw mount,153439582584,Canon 135mm F/3.5 L39 LTM Leica Screw Mount Lens,66.78,USD,JP,3323,Lenses,StoreInventory,Used,
