,Unnamed: 0,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,Lenses,Film Cameras,Viewfinders & Eyecups,Digital Cameras,Flashes,Lens Hoods,Lens Caps,Battery Grips,"Lens Adapters, Mounts & Tubes","Cases, Bags & Covers"
500,78,,nikon ai nikkor,1.53552E+11,、ENEAR MINT 】NIkon Ai Nikkor 85mm f/2 MF SLR Lens from Japan #261704,https://www.ebay.com/itm/NEAR-MINT-NIkon-Ai-Nikkor-85mm-f-2-MF-SLR-Lens-Japan-261704-/153551833619,199.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
501,82,,nikon nikkor 50mm,1.13755E+11,Nikon Nikkor 50mm f/1.8 Ai Fix Pancake For Nikon [Excellent++] w/ Caps JP,https://www.ebay.com/itm/Nikon-Nikkor-50mm-f-1-8-Ai-Fix-Pancake-Nikon-Excellent-w-Caps-JP-/113755097977,118,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
502,89,,nikon neck shoulder,2.83557E+11,[Excellent+++] Nikon Neck Shoulder Strap Gray From JAPAN #5,https://www.ebay.com/itm/Excellent-Nikon-Neck-Shoulder-Strap-Gray-JAPAN-5-/283556630110,8.99,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
503,93,,mintnikon fa 35mm,2.83581E+11,【Mint】Nikon FA 35mm SLR Film Camera Black Body from Japan-#1453,https://www.ebay.com/itm/Mint-Nikon-FA-35mm-SLR-Film-Camera-Black-Body-Japan-1453-/283581407581,209.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
504,95,,nikon ais nikkor,3.83134E+11,【NEAR MINT、ENikon Ai-s Nikkor Ais 50mm f/1.8 Pancake MF Lens From JAPAN #1056,https://www.ebay.com/itm/NEAR-MINT-Nikon-Ai-s-Nikkor-Ais-50mm-f-1-8-Pancake-MF-Lens-JAPAN-1056-/383133571994,139.99,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
505,98,,mint in boxnikon,4.01882E+11,【MINT in Box】Nikon Micro NIKKOR 55mm f/2.8 Ai-S AiS MF Lens From Japan 057,https://www.ebay.com/itm/MINT-Box-Nikon-Micro-NIKKOR-55mm-f-2-8-Ai-S-AiS-MF-Lens-Japan-057-/401882427081,159.99,USD,JP,3323,Lenses,FixedPrice,Used,0.113778893,0.108395324,-1.23E-16,0.022727273,0.011695906,0.107692308,0.084745763,0.020408163,0.028571429,0.055555556
506,6,,nikon ais nikkor,2.64458E+11,[Mint] Nikon Ai-s Nikkor 24mm F/2.8 MF Wide Angle Lens Filter ais From Japan 157,https://www.ebay.com/itm/Mint-Nikon-Ai-s-Nikkor-24mm-F-2-8-MF-Wide-Angle-Lens-Filter-ais-Japan-157-/264457795702,179.99,USD,JP,3323,Lenses,StoreInventory,Used,0.147285433,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.117948718,0.084745763,2.65E-16,-7.63E-17,0.037037037
507,9,,nikon ais 80200mm,1.83816E+11,[Excellent++++] Nikon Ai-S 80-200mm f/4 from Japan #27,https://www.ebay.com/itm/Excellent-Nikon-Ai-S-80-200mm-f-4-Japan-27-/183815981325,96,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
508,12,,nikon nikkor 28mm,3.92408E+11,Nikon NIKKOR 28mm f/2.8 F/1:2.8 AF Wide Angle Prime Lens w/Filter From Japan,https://www.ebay.com/itm/Nikon-NIKKOR-28mm-f-2-8-F-1-2-8-AF-Wide-Angle-Prime-Lens-w-Filter-Japan-/392408333939,111,USD,JP,3323,Lenses,StoreInventory,Used,0.122558681,0.117605384,-1.23E-16,0.045454545,5.55E-17,0.107692308,0.084745763,0.006802721,-7.63E-17,0.037037037
509,13,,nikon mb20 battery,4.01882E+11,[Near Mint] Nikon MB-20 Battery Grip For Nikon F4 from JAPAN #029,https://www.ebay.com/itm/Near-Mint-Nikon-MB-20-Battery-Grip-Nikon-F4-JAPAN-029-/401881511497,59.99,USD,JP,29967,Battery Grips,FixedPrice,Used,0.074538613,0.061636557,0.05019305,0.040909091,0.081871345,0.046153846,0.050847458,0.054421769,0.085714286,0.064814815
510,14,,nikon new nikkor,1.53629E+11,Nikon New Nikkor 50mm F/1.4 Non-Ai Manual Focus Lens AS-IS From Japan,https://www.ebay.com/itm/Nikon-New-Nikkor-50mm-F-1-4-Non-Ai-Manual-Focus-Lens-AS-IS-Japan-/153629350374,49.99,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
511,22,,near mintnikon nikkor,1.13808E+11,【NEAR MINT】Nikon Nikkor W 300mm F/5.6 w/4x5 Board Copal 3 Lens from Japan C720J,https://www.ebay.com/itm/NEAR-MINT-Nikon-Nikkor-W-300mm-F-5-6-w-4x5-Board-Copal-3-Lens-Japan-C720J-/113807554513,549.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
512,25,,nikon rd2 point,1.43302E+11,[NearMINT] Nikon RD2 Point & Shoot 35mm Film Camera From Japan #N1018,https://www.ebay.com/itm/NearMINT-Nikon-RD2-Point-Shoot-35mm-Film-Camera-Japan-N1018-/143302018306,49.9,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
513,30,,nikon d7000 body,3.33328E+11,Excellent+++ Nikon D7000 body only camera 9670 shots,https://www.ebay.com/itm/Excellent-Nikon-D7000-body-only-camera-9670-shots-/333327660462,225,USD,JP,31388,Digital Cameras,StoreInventory,Used,-1.14E-16,0.173928445,-1.23E-16,0.186363636,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,0.064814815
514,35,,nikon nikkorn c,2.54352E+11,Nikon Nikkor-N C Auto 24mm f/2.8 Non-Ai MF Wide Lens from Japan [Exc+++++]486050,https://www.ebay.com/itm/Nikon-Nikkor-N-C-Auto-24mm-f-2-8-Non-Ai-MF-Wide-Lens-Japan-Exc-486050-/254351638223,109.9,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
515,39,,nikon ai nikkor,1.9309E+11,【Optical N MINT!!、EAS-IS Nikon Ai Nikkor 200mm f/ 4 MF Telephoto Lens from Japan,https://www.ebay.com/itm/Optical-N-MINT-AS-IS-Nikon-Ai-Nikkor-200mm-f-4-MF-Telephoto-Lens-Japan-/193090384270,57.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
516,41,,nikon nikkor m,2.64458E+11,Near Mint Nikon Nikkor M 300mm F9 Large Format 4x5 8x10 Lens Copal 1 Form Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Nikkor-M-300mm-F9-Large-Format-4x5-8x10-Lens-Copal-1-Form-Japan-/264457786614,459.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.040909091,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
517,42,,nikon ai nikkor,1.53601E+11,、ENEAR MINT++ 】Nikon Ai Nikkor 35mm f/2 Lens MF Wide Angle Lens From JAPAN #317,https://www.ebay.com/itm/NEAR-MINT-Nikon-Ai-Nikkor-35mm-f-2-Lens-MF-Wide-Angle-Lens-JAPAN-317-/153601050039,169.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
518,51,,nikon af nikkor,3.92265E+11,Great MINT Nikon AF Nikkor Lens ED 80-200mm F2.8 D New from Japan (#A030109),https://www.ebay.com/itm/Great-MINT-Nikon-AF-Nikkor-Lens-ED-80-200mm-F2-8-D-New-Japan-A030109-/392265315483,481,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
519,64,,nikon md12 motor,1.92978E+11,"""Mint"" Nikon MD-12 Motor Drive FM3A NewFM2 FE2 FA 845#J",https://www.ebay.com/itm/Mint-Nikon-MD-12-Motor-Drive-FM3A-NewFM2-FE2-FA-845-J-/192977595513,49.99,USD,JP,29967,Battery Grips,StoreInventory,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
520,66,,nikon afs zoom,2.83612E+11,Nikon AF-S Zoom Nikkor VR 70-200mm f/2.8 G IF ED Lens [Mint] From Japan (461),https://www.ebay.com/itm/Nikon-AF-S-Zoom-Nikkor-VR-70-200mm-f-2-8-G-IF-ED-Lens-Mint-Japan-461-/283612395007,899,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
521,69,,nikon exc from,3.33239E+11,Tamron SP AF 35-105mm F/2.8 Aspherical Lens for Nikon exc++ From Japan 455204,https://www.ebay.com/itm/Tamron-SP-AF-35-105mm-F-2-8-Aspherical-Lens-Nikon-exc-Japan-455204-/333239288562,88,USD,JP,3323,Lenses,StoreInventory,Used,0.133667801,0.185618137,0.088803089,0.022727273,0.035087719,0.174358974,0.096045198,0.095238095,0.047619048,0.101851852
522,74,,nikon ai nikkor,3.33311E+11,"""Opening sale"" [Exc+++++] Nikon AI NIKKOR 28mm F2.8 from Japan",https://www.ebay.com/itm/Opening-sale-Exc-Nikon-AI-NIKKOR-28mm-F2-8-Japan-/333311452786,75,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
523,78,,nikon f from,4.01864E+11,【Near MINT、ESigma AF 18-200mm F3.5-6.3 DC Zoom Lens for Nikon F from Japan,https://www.ebay.com/itm/Near-MINT-Sigma-AF-18-200mm-F3-5-6-3-DC-Zoom-Lens-Nikon-F-Japan-/401864277093,113.33,USD,JP,3323,Lenses,StoreInventory,Used,0.208206415,0.163301452,0.138996139,0.063636364,0.116959064,0.21025641,0.146892655,0.149659864,0.133333333,0.166666667
524,83,,nikon f100 35mm,3.92415E+11,[MINT in BOX] Nikon F100 35mm SLR Film Camera From Japan #1122,https://www.ebay.com/itm/MINT-BOX-Nikon-F100-35mm-SLR-Film-Camera-Japan-1122-/392415050396,289.9,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.192348565,-1.23E-16,0.022727273,0.011695906,0.107692308,0.084745763,0.020408163,0.028571429,0.055555556
525,88,,nikon from japan,2.54346E+11,"""Excellent+++"" Tokina AT-X AF 100mm f/2.8 Macro Lens for Nikon From Japan",https://www.ebay.com/itm/Excellent-Tokina-AT-X-AF-100mm-f-2-8-Macro-Lens-Nikon-Japan-/254346037901,179.99,USD,JP,3323,Lenses,StoreInventory,Used,0.133667801,0.101664896,0.088803089,0.022727273,0.035087719,0.164102564,0.096045198,0.095238095,0.047619048,0.101851852
526,98,,nikon afs vr,2.23642E+11,Nikon Af-S Vr Micro-Nikkor 105Mm F2.8G If Focus 226 2226567 Mi-Ni105Mm If-Ed,https://www.ebay.com/itm/Nikon-Af-S-Vr-Micro-Nikkor-105Mm-F2-8G-If-Focus-226-2226567-Mi-Ni105Mm-If-Ed-/223642279259,761.11,USD,JP,3323,Lenses,FixedPrice,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
527,9,,nikon afs vr,2.23642E+11,Nikon Af-S Vr Micro-Nikkor 105Mm F2.8G If Focus 226 2226567 Mi-Ni105Mm If-Ed,https://www.ebay.com/itm/Nikon-Af-S-Vr-Micro-Nikkor-105Mm-F2-8G-If-Focus-226-2226567-Mi-Ni105Mm-If-Ed-/223642279259,761.11,USD,JP,3323,Lenses,FixedPrice,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
528,11,,nikon nikkor p,1.43355E+11,【Exc+++++、ENikon Nikkor P Auto 105mm F/2.5 Ai Converted w/ Hood From Japan #166,https://www.ebay.com/itm/Exc-Nikon-Nikkor-P-Auto-105mm-F-2-5-Ai-Converted-w-Hood-Japan-166-/143354588843,139.9,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.117948718,0.084745763,2.65E-16,-7.63E-17,0.037037037
529,15,,nikon fe black,1.83905E+11,【Near MINT、ENikon FE Black SLR Film Camera Body Only from Japan,https://www.ebay.com/itm/Near-MINT-Nikon-FE-Black-SLR-Film-Camera-Body-Only-Japan-/183904527978,109.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.074538613,0.061636557,0.05019305,0.040909091,0.081871345,0.046153846,0.050847458,0.054421769,0.085714286,0.064814815
530,18,,nikon nikkor 18mm,1.43372E+11,[ Near MINT ] Nikon NIKKOR 18mm F3.5 Ai-S AiS Wide Angle MF Lens from Japan #204,https://www.ebay.com/itm/Near-MINT-Nikon-NIKKOR-18mm-F3-5-Ai-S-AiS-Wide-Angle-MF-Lens-Japan-204-/143372162607,419.9,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
531,22,,nikon ais nikkor,1.92944E+11,【MINT、ENIKON AI-S NIKKOR 50mm F/1.8 Pancake MF Prime Lens From Japan #23,https://www.ebay.com/itm/MINT-NIKON-AI-S-NIKKOR-50mm-F-1-8-Pancake-MF-Prime-Lens-Japan-23-/192943734578,112.99,USD,JP,3323,Lenses,FixedPrice,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
532,24,,nikon ms30 battery,1.83939E+11,Nikon MS-30 Battery Holder For F5 w/Box [Unused] From Japan #11276 [F/S],https://www.ebay.com/itm/Nikon-MS-30-Battery-Holder-F5-w-Box-Unused-Japan-11276-F-S-/183939474608,174.99,USD,JP,162480,Other Camera & Photo Accs,StoreInventory,Used,0.008779789,0.015940489,-1.23E-16,0.022727273,5.55E-17,3.47E-18,-1.77E-16,0.006802721,-7.63E-17,6.94E-17
533,32,,nikon f3hp f3,1.13885E+11,Nikon F3HP F3 HP 35mm Body Film Camera MF SLR Black MF-14,https://www.ebay.com/itm/Nikon-F3HP-F3-HP-35mm-Body-Film-Camera-MF-SLR-Black-MF-14-/113885400819,288,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
534,36,,nikon new nikkor,3.33327E+11,Nikon New Nikkor 50mm F1.4 Ai Remodeling MF Lens for F Mount #190910e,https://www.ebay.com/itm/Nikon-New-Nikkor-50mm-F1-4-Ai-Remodeling-MF-Lens-F-Mount-190910e-/333327435796,88,USD,JP,3323,Lenses,StoreInventory,Used,0.153019172,0.112646121,0.088803089,0.022727273,0.035087719,0.215384615,0.096045198,0.095238095,0.047619048,0.101851852
535,41,,nikon nikkorw 240mm,2.23461E+11,Nikon NIKKOR-W 240mm f/5.6 Large Format Lens,https://www.ebay.com/itm/Nikon-NIKKOR-W-240mm-f-5-6-Large-Format-Lens-/223460897336,350,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
536,44,,nikon nikkor 1000mm,2.23661E+11,GENUINE NIKON NIKKOR 1000mm f/11 SCREW ON CHROME METAL LENS CAP 108N 13505,https://www.ebay.com/itm/GENUINE-NIKON-NIKKOR-1000mm-f-11-SCREW-CHROME-METAL-LENS-CAP-108N-13505-/223660656230,44.54,USD,JP,79001,Lens Caps,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.09039548,2.65E-16,-7.63E-17,0.037037037
537,46,,nikon f photomic,2.54357E+11,Nikon F Photomic FTN Finder SN506691,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN506691-/254357162689,31.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
538,51,,nikon back door,2.64458E+11,Nikon Back Door lever BLACK and Battery cap for Nikon F2 SN383  **Excellent+**,https://www.ebay.com/itm/Nikon-Back-Door-lever-BLACK-and-Battery-cap-Nikon-F2-SN383-Excellent-/264457590427,12.5,USD,JP,30038,Film Camera Parts,StoreInventory,Used,0.047303351,0.047467233,0.131274131,0.031818182,0.052631579,0.076923077,0.107344633,0.115646259,0.076190476,0.101851852
539,64,,top mintnikon fm10,1.53637E+11,【TOP MINT】Nikon FM10 35mm SLR Film Camera with 35-70 mm lens from Japan 763,https://www.ebay.com/itm/TOP-MINT-Nikon-FM10-35mm-SLR-Film-Camera-35-70-mm-lens-Japan-763-/153637314825,169.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.284178463,0.256818987,0.05019305,0.077272727,0.087719298,0.246153846,0.231638418,0.054421769,0.104761905,0.101851852
540,69,,nikon teleconverter tc301,1.33153E+11,*Near Mint* Nikon Teleconverter TC-301 2X MF Lens from Japan #2359,https://www.ebay.com/itm/Near-Mint-Nikon-Teleconverter-TC-301-2X-MF-Lens-Japan-2359-/133153326138,98,USD,JP,3323,Lenses,StoreInventory,Used,0.074538613,0.061636557,0.05019305,0.040909091,0.081871345,0.046153846,0.050847458,0.054421769,0.085714286,0.064814815
541,70,,nikon nikkor 35mm,3.83147E+11,【Exc+5 w/ Hood 、ENikon NIKKOR 35mm f/2 Ai-s Wide Angle F Mount Lens from JAPAN,https://www.ebay.com/itm/Exc-5-w-Hood-Nikon-NIKKOR-35mm-f-2-Ai-s-Wide-Angle-F-Mount-Lens-JAPAN-/383146813955,199.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
542,73,,nikon nikkor ai,2.54302E+11,Nikon Nikkor Ai 300mm f/4.5 Telephoto MF Lens from Japan 466342,https://www.ebay.com/itm/Nikon-Nikkor-Ai-300mm-f-4-5-Telephoto-MF-Lens-Japan-466342-/254301679781,74,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
543,75,,nikon from japan,3.72686E+11,Sigma DC 18-250mm f/3.5-6.3 OS HSM DC Lens For Nikon from japan,https://www.ebay.com/itm/Sigma-DC-18-250mm-f-3-5-6-3-OS-HSM-DC-Lens-Nikon-japan-/372686078307,179,USD,JP,3323,Lenses,FixedPrice,Used,0.272173446,0.231314205,0.1003861,0.122727273,0.157894737,0.2,0.192090395,0.108843537,0.171428571,0.166666667
544,80,,nikon fa 35mm,3.92412E+11,Nikon FA 35mm SLR Film Camera Body Only SN4042357 from japan 146 Excellent++++,https://www.ebay.com/itm/Nikon-FA-35mm-SLR-Film-Camera-Body-Only-SN4042357-japan-146-Excellent-/392411666569,99.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.272173446,0.315267446,0.1003861,0.122727273,0.157894737,0.2,0.192090395,0.115646259,0.171428571,0.166666667
545,85,,nikon back door,2.54344E+11,Nikon Back Door for Nikon F  SN686 **Near Mint**,https://www.ebay.com/itm/Nikon-Back-Door-Nikon-F-SN686-Near-Mint-/254344183537,35,USD,JP,29973,Film Backs & Holders,StoreInventory,Used,0.047303351,0.047467233,0.131274131,0.031818182,0.052631579,0.076923077,0.011299435,0.115646259,0.076190476,0.101851852
546,92,,nikon nikkor ais,1.43359E+11,【MINT in BOX!、ENikon Nikkor Ai-s 105mm f/2.5 MF Lens for F Mount from Japan #182,https://www.ebay.com/itm/MINT-BOX-Nikon-Nikkor-Ai-s-105mm-f-2-5-MF-Lens-F-Mount-Japan-182-/143358854141,349.9,USD,JP,3323,Lenses,StoreInventory,Used,0.208206415,0.170031881,0.138996139,0.063636364,0.128654971,0.220512821,0.146892655,0.170068027,0.161904762,0.185185185
547,93,,nikon fa 35mm,2.64445E+11,Nikon FA 35mm SLR Film Camera Body Only  SN5099717,https://www.ebay.com/itm/Nikon-FA-35mm-SLR-Film-Camera-Body-Only-SN5099717-/264445076617,115.8,USD,JP,15230,Film Cameras,StoreInventory,Used,0.141193335,0.23308537,0.042471042,0.054545455,0.01754386,0.128205128,0.084745763,0.020408163,0.028571429,0.074074074
548,14,,nikon af nikkor,2.73971E+11,Nikon AF Nikkor 180mm f/2.8 ED lens w/filter【Exc+++++】from Japan 549,https://www.ebay.com/itm/Nikon-AF-Nikkor-180mm-f-2-8-ED-lens-w-filter-Exc-from-Japan-549-/273971492425,299.99,USD,JP,3323,Lenses,StoreInventory,Used,0.218419638,0.127169678,-1.23E-16,0.059090909,5.55E-17,0.2,0.18079096,0.006802721,0.019047619,0.037037037
549,19,,nikon af1 teleconverter,2.83599E+11,[MINT]  Nikon AF-1 Teleconverter TC-20E 2x from Japan 1790,https://www.ebay.com/itm/MINT-Nikon-AF-1-Teleconverter-TC-20E-2x-Japan-1790-/283598975615,89.9,USD,JP,3323,Lenses,StoreInventory,Used,0.101953055,0.10910379,0.092664093,0.072727273,0.099415205,0.066666667,0.050847458,0.074829932,0.114285714,0.101851852
550,24,,excnikon nikkors auto,1.4338E+11,【EXC+++】Nikon NIKKOR-S Auto Non Ai 50mm f/1.4 MF Standard Lens From Japan T1242,https://www.ebay.com/itm/EXC-Nikon-NIKKOR-S-Auto-Non-Ai-50mm-f-1-4-MF-Standard-Lens-Japan-T1242-/143380146713,59.99,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
551,29,,nikon from japan,1.53631E+11,【TOP MINT】Tokina AT-X PRO 11-16mm F2.8 SD MF DX IF AF Lens For Nikon From JAPAN,https://www.ebay.com/itm/TOP-MINT-Tokina-AT-X-PRO-11-16mm-F2-8-SD-MF-DX-IF-AF-Lens-Nikon-JAPAN-/153630751659,283,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
552,41,,nikon hs9 lens,2.23454E+11,[EXC+++++] Nikon HS-9 Lens hood for Nikon 50mm f1.4 From Japan F/S,https://www.ebay.com/itm/EXC-Nikon-HS-9-Lens-hood-Nikon-50mm-f1-4-Japan-F-S-/223453595270,19.99,USD,JP,78999,Lens Hoods,StoreInventory,Used,0.153019172,0.112646121,0.088803089,0.022727273,0.035087719,0.292307692,0.096045198,0.095238095,0.047619048,0.101851852
553,42,,nikon f model,1.33158E+11,Sharan NIKON F  Model Miniature MINOX Camera very good #B03066,https://www.ebay.com/itm/Sharan-NIKON-F-Model-Miniature-MINOX-Camera-very-good-B03066-/133158250453,99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.027414442,0.047467233,0.042471042,0.031818182,0.01754386,0.020512821,-1.77E-16,0.020408163,0.028571429,0.037037037
554,43,,nikon af nikkor,2.2366E+11,Nikon AF NIKKOR 50mm F1.4 Standard Prime Lens for F Mount #190908f,https://www.ebay.com/itm/Nikon-AF-NIKKOR-50mm-F1-4-Standard-Prime-Lens-F-Mount-190908f-/223659603859,128,USD,JP,3323,Lenses,StoreInventory,Used,0.153019172,0.112646121,0.088803089,0.022727273,0.035087719,0.215384615,0.096045198,0.095238095,0.047619048,0.101851852
555,51,,nikon af nikkor,1.33147E+11,Nikon AF Nikkor 300mm F/4 ED Lens #23365 F6,https://www.ebay.com/itm/Nikon-AF-Nikkor-300mm-F-4-ED-Lens-23365-F6-/133146962090,312.3,USD,JP,3323,Lenses,FixedPrice,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
556,53,,nikon afs vr,2.64457E+11,[TOP MINT] Nikon AF-S VR Zoom-NIKKOR 70-200mm F/2.8G IF-ED Black AF Lens w/Box,https://www.ebay.com/itm/TOP-MINT-Nikon-AF-S-VR-Zoom-NIKKOR-70-200mm-F-2-8G-IF-ED-Black-AF-Lens-w-Box-/264456530943,932,USD,JP,3323,Lenses,StoreInventory,Used,0.122558681,0.117605384,-1.23E-16,0.045454545,5.55E-17,0.107692308,0.084745763,0.006802721,-7.63E-17,0.037037037
557,59,,excellentnikon afs nikkor,3.2384E+11,【Excellent】Nikon AF-S NIKKOR 24-85mm F/3.5-4.5G ED AF Lens W/HB-28 Hood JAPAN,https://www.ebay.com/itm/Excellent-Nikon-AF-S-NIKKOR-24-85mm-F-3-5-4-5G-ED-AF-Lens-W-HB-28-Hood-JAPAN-/323839817578,189.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
558,62,,nikon series e,3.33304E+11,【N Mint w/ Hood HN-21、ENikon Series E 75-150mm F/3.5 MF Lens Ai-s AIS  #190704,https://www.ebay.com/itm/N-Mint-w-Hood-HN-21-Nikon-Series-E-75-150mm-F-3-5-MF-Lens-Ai-s-AIS-190704-/333303509712,59.99,USD,JP,3323,Lenses,FixedPrice,Used,0.141193335,0.149132129,0.042471042,0.054545455,0.01754386,0.128205128,0.084745763,0.020408163,0.028571429,0.074074074
559,64,,nikon f4s 35mm,2.64453E+11,Nikon F4s 35mm SLR Film Camera Body Only SN2154582,https://www.ebay.com/itm/Nikon-F4s-35mm-SLR-Film-Camera-Body-Only-SN2154582-/264452656558,105.8,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
560,68,,nikon md12 md,1.74028E+11,[EXC+5] Nikon MD-12 MD 12 Motor Drive for FM2 FE2 FA FM FE from Japan #80,https://www.ebay.com/itm/EXC-5-Nikon-MD-12-MD-12-Motor-Drive-FM2-FE2-FA-FM-FE-Japan-80-/174028392313,49.99,USD,JP,29970,Motor Drives & Winders,FixedPrice,Used,0.094427522,0.061636557,0.138996139,0.040909091,0.116959064,0.102564103,0.062146893,0.149659864,0.133333333,0.12962963
